Player 1,Player 2,Player 1 Ranking,Player 2 Ranking,Player 1 Age,Player 2 Age,Player 1 Points,Player 2 Points,Round,Tournament,Surface,Match Length,Date,Probability Player 1 Wins
Daniel Altmaier,Jurij Rodionov,92,119,24,23,633,502,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Alexander Shevchenko,Juan Manuel Cerundolo,96,104,22,21,610,567,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Arthur Fils,Matteo Arnaldi,124,105,18,22,491,556,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Sebastian Ofner,Roman Safiullin,130,112,26,25,463,525,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Pavel Kotov,Yosuke Watanuki,101,117,24,25,583,502,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Borna Gojo,Zsombor Piros,110,118,25,23,538,502,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Yannick Hanfmann,Arthur Cazaux,108,204,31,20,548,286,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Hugo Grenier,Daniel Rincon,128,299,27,20,466,172,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Benoit Paire,Kaichi Uchida,161,150,33,28,377,395,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Felipe Meligeni Alves,Andrea Vavassori,176,164,25,27,333,369,2nd Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Luca Nardi,Jan-Lennard Struff,152,65,19,32,392,779,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Marco Cecchinato,Timofey Skatov,85,144,30,22,688,412,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Luca Van Assche,Felipe Meligeni Alves,86,176,18,25,688,333,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Attila Balazs,Daniel Altmaier,747,92,34,24,30,633,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Alexandre Muller,Kaichi Uchida,94,150,26,28,618,395,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Antoine Bellier,Alexander Shevchenko,201,96,26,22,291,610,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Taro Daniel,Daniel Rincon,109,299,30,20,540,172,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Matteo Arnaldi,Filip Misolic,105,126,22,21,556,487,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Roman Safiullin,Joao Sousa,112,162,25,34,525,374,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Kimmer Coppejans,Pavel Kotov,178,101,29,24,332,583,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Jan Choinski,Borna Gojo,179,110,26,25,330,538,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Maximilian Marterer,Yannick Hanfmann,145,108,27,31,411,548,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Federico Delbonis,Yosuke Watanuki,215,117,32,25,270,502,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Otto Virtanen,Andrea Vavassori,114,164,21,27,515,369,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Jurij Rodionov,Laurent Lokoli,119,187,23,28,502,320,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Sebastian Ofner,Elias Ymer,130,149,26,27,463,401,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Arthur Fils,Reda Bennani,124,1060,18,16,491,9,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Chun-Hsin Tseng,Juan Manuel Cerundolo,193,104,21,21,302,567,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Giulio Zeppieri,Jozef Kovalik,125,147,21,30,489,407,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Benoit Paire,Francesco Passaro,161,120,33,22,377,499,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Lukas Klein,Hugo Grenier,143,128,25,27,412,466,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Aslan Karatsev,Raul Brancaccio,121,140,29,25,497,426,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,1
Pablo Andujar,Zsombor Piros,323,118,37,23,155,502,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Pedro Martinez,Arthur Cazaux,139,204,25,20,426,286,1st Round Qualifying,ATP Masters 1000 Madrid,Clay,BO3,26/04/2023,0
Holger Rune,Daniil Medvedev,7,3,20,27,"3,865","5,330",Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Daniil Medvedev,Stefanos Tsitsipas,3,5,27,24,"5,330","5,015",Semi-Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Casper Ruud,Holger Rune,4,7,24,20,"5,165","3,865",Semi-Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Holger Rune,Novak Djokovic,7,1,20,35,"3,865","6,775",Quarter-Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Daniil Medvedev,Yannick Hanfmann,3,101,27,31,"5,330",602,Quarter-Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Casper Ruud,Francisco Cerundolo,4,31,24,24,"5,165","1,200",Quarter-Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Stefanos Tsitsipas,Borna Coric,5,16,24,26,"5,015","2,240",Quarter-Finals,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Cameron Norrie,Novak Djokovic,13,1,27,35,"2,680","6,775",Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexander Zverev,Daniil Medvedev,22,3,26,27,"1,630","5,330",Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Laslo Djere,Casper Ruud,62,4,27,24,825,"5,165",Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Stefanos Tsitsipas,Lorenzo Musetti,5,19,24,21,"5,015","1,960",Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Andrey Rublev,Yannick Hanfmann,6,101,25,31,"4,190",602,Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexei Popyrin,Holger Rune,77,7,23,20,726,"3,865",Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Francisco Cerundolo,Jannik Sinner,31,8,24,21,"1,200","3,525",Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Borna Coric,Fabian Marozsan,16,135,26,23,"2,240",441,Round of 16,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Grigor Dimitrov,Novak Djokovic,33,1,31,35,"1,125","6,775",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Carlos Alcaraz,Fabian Marozsan,2,135,20,23,"6,770",441,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Daniil Medvedev,Bernabe Zapata Miralles,3,38,27,26,"5,330","1,016",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Alexander Bublik,Casper Ruud,49,4,25,24,880,"5,165",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Stefanos Tsitsipas,Lorenzo Sonego,5,48,24,27,"5,015",890,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Alejandro Davidovich Fokina,Andrey Rublev,34,6,23,25,"1,115","4,190",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Fabio Fognini,Holger Rune,130,7,35,20,468,"3,865",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Jannik Sinner,Alexander Shevchenko,8,93,21,22,"3,525",657,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Lorenzo Musetti,Frances Tiafoe,19,12,21,25,"1,960","2,755",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Cameron Norrie,Marton Fucsovics,13,92,27,31,"2,680",691,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Roberto Carballes Baena,Borna Coric,51,16,30,26,876,"2,240",Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexander Zverev,J.J. Wolf,22,54,26,24,"1,630",860,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Francisco Cerundolo,Gregoire Barrere,31,63,24,29,"1,200",813,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Cristian Garin,Laslo Djere,79,62,26,27,723,825,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Yannick Hanfmann,Marco Cecchinato,101,83,31,30,602,720,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Roman Safiullin,Alexei Popyrin,103,77,25,23,586,726,Round of 32,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Tomas Martin Etcheverry,Novak Djokovic,61,1,23,35,826,"6,775",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Albert Ramos-Vinolas,Carlos Alcaraz,72,2,35,20,745,"6,770",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Daniil Medvedev,Emil Ruusuvuori,3,43,27,24,"5,330",957,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Arthur Rinderknech,Casper Ruud,89,4,27,24,711,"5,165",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Stefanos Tsitsipas,Nuno Borges,5,88,24,26,"5,015",713,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Alex Molcan,Andrey Rublev,59,6,25,25,830,"4,190",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Holger Rune,Arthur Fils,7,119,20,18,"3,865",520,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Jannik Sinner,Thanasi Kokkinakis,8,104,21,27,"3,525",576,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Yannick Hanfmann,Taylor Fritz,101,9,31,25,602,"3,380",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Felix Auger-Aliassime,Alexei Popyrin,10,77,22,23,"3,235",726,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Karen Khachanov,Gregoire Barrere,11,63,26,29,"3,025",813,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Frances Tiafoe,Daniel Altmaier,12,65,25,24,"2,755",792,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Alexandre Muller,Cameron Norrie,100,13,26,27,605,"2,680",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Hubert Hurkacz,J.J. Wolf,15,54,26,24,"2,525",860,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Thiago Monteiro,Borna Coric,98,16,28,26,627,"2,240",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Cristian Garin,Tommy Paul,79,17,26,25,723,"2,170",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Marton Fucsovics,Alex de Minaur,92,18,31,24,691,"1,995",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Matteo Arnaldi,Lorenzo Musetti,99,19,22,21,608,"1,960",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexander Zverev,David Goffin,22,107,26,32,"1,630",570,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Daniel Evans,Roberto Carballes Baena,24,51,32,30,"1,480",876,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Roberto Bautista Agut,Marco Cecchinato,25,83,35,30,"1,475",720,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Sebastian Korda,Roman Safiullin,29,103,22,25,"1,265",586,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Laslo Djere,Botic van de Zandschulp,62,30,27,27,825,"1,250",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Francisco Cerundolo,Yibing Wu,31,57,24,23,"1,200",838,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Yoshihito Nishioka,Lorenzo Sonego,32,48,27,27,"1,171",890,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Stan Wawrinka,Grigor Dimitrov,84,33,38,31,717,"1,125",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Guido Pella,Alejandro Davidovich Fokina,484,34,32,23,80,"1,115",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexander Bublik,Ben Shelton,49,35,25,20,880,"1,095",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Fabio Fognini,Miomir Kecmanovic,130,37,35,23,468,"1,055",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Jason Kubler,Bernabe Zapata Miralles,66,38,29,26,782,"1,016",Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Jiri Lehecka,Fabian Marozsan,39,135,21,23,992,441,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexander Shevchenko,Sebastian Baez,93,40,22,22,657,985,Round of 64,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Giulio Zeppieri,Daniel Altmaier,120,65,21,24,513,792,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Diego Schwartzman,Matteo Arnaldi,91,99,30,22,695,608,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Juan Pablo Varillas,Sebastian Baez,97,40,27,22,638,985,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Brandon Nakashima,Gregoire Barrere,47,63,21,29,902,813,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Dusan Lajovic,Nuno Borges,46,88,32,26,924,713,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Pedro Martinez,Alexander Bublik,142,49,26,25,416,880,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Roberto Carballes Baena,Hugo Dellien,51,157,30,29,876,374,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Marco Cecchinato,Mackenzie McDonald,83,55,30,28,720,855,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Constant Lestienne,Laslo Djere,70,62,30,27,768,825,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Luca Van Assche,Tomas Martin Etcheverry,85,61,18,23,716,826,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Arthur Fils,Juan Manuel Cerundolo,119,105,18,21,520,575,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Fabio Fognini,Andy Murray,130,42,35,35,468,965,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Marton Fucsovics,Filip Krajinovic,92,74,31,31,691,741,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Pedro Cachin,Cristian Garin,68,79,28,26,777,723,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
David Goffin,Luca Nardi,107,151,32,19,570,392,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Yannick Hanfmann,Nicolas Jarry,101,56,31,27,602,852,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Thanasi Kokkinakis,Jaume Munar,104,75,27,26,576,740,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Marc-Andrea Huesler,Jason Kubler,82,66,26,29,720,782,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Corentin Moutet,Fabian Marozsan,67,135,24,23,781,441,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Stefano Napolitano,Alex Molcan,555,59,28,25,62,830,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Adrian Mannarino,Thiago Monteiro,45,98,34,28,927,627,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexandre Muller,Kyle Edmund,100,473,26,28,605,85,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Maxime Cressy,Guido Pella,41,484,25,32,985,80,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Christopher O'Connell,Alexei Popyrin,78,77,28,23,724,726,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Francesco Passaro,Albert Ramos-Vinolas,126,72,22,35,499,745,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Arthur Rinderknech,Flavio Cobolli,89,183,27,21,711,327,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Emil Ruusuvuori,Ugo Humbert,43,50,24,24,957,877,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Roman Safiullin,Marcos Giron,103,60,25,29,586,826,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Lorenzo Sonego,Jeremy Chardy,48,591,27,36,890,55,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Stan Wawrinka,Ilya Ivashka,84,73,38,29,717,741,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Hugo Grenier,J.J. Wolf,124,54,27,24,504,860,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Yibing Wu,Richard Gasquet,57,44,23,36,838,931,Round of 128,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Alexei Popyrin,Andrea Pellegrino,77,161,23,26,726,368,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Elias Ymer,Daniel Altmaier,146,65,27,24,401,792,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexandre Muller,Franco Agamenone,100,170,26,30,605,348,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Arthur Fils,Alexander Shevchenko,119,93,18,22,520,657,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Juan Manuel Cerundolo,Tomas Barrios Vera,105,143,21,25,575,416,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Yannick Hanfmann,Hugo Grenier,101,124,31,27,602,504,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Thanasi Kokkinakis,Jan Choinski,104,179,27,26,576,331,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Vit Kopriva,Roman Safiullin,159,103,25,25,370,586,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Felipe Meligeni Alves,Fabian Marozsan,175,135,25,23,332,441,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Francesco Maestrelli,Pedro Martinez,182,142,20,26,328,416,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Emilio Nava,Flavio Cobolli,171,183,21,21,340,327,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Stefano Napolitano,Maximilian Marterer,555,148,28,27,62,395,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Riccardo Bonadio,Alexei Popyrin,168,77,29,23,353,726,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Jozef Kovalik,Daniel Altmaier,141,65,30,24,422,792,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Gianmarco Ferrari,Alexandre Muller,390,100,22,26,117,605,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Alexander Shevchenko,Oleksii Krutykh,93,177,22,23,657,331,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Zhizhen Zhang,Francesco Maestrelli,69,182,26,20,770,328,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Vit Kopriva,Daniel Elahi Galan,159,94,25,26,370,647,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Juan Manuel Cerundolo,Jelle Sels,105,163,21,27,575,360,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Stefano Napolitano,Aleksandar Kovacevic,555,113,28,24,62,545,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Yannick Hanfmann,Julian Ocleppo,101,594,31,25,602,55,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Taro Daniel,Emilio Nava,109,171,30,21,562,340,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Felipe Meligeni Alves,Borna Gojo,175,102,25,25,332,594,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Thanasi Kokkinakis,Matteo Gigante,104,202,27,21,576,294,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Roman Safiullin,Joao Sousa,103,156,25,34,586,374,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Otto Virtanen,Franco Agamenone,117,170,21,30,528,348,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Jan Choinski,Jurij Rodionov,179,132,26,23,331,452,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Elias Ymer,Tomas Machac,146,125,27,22,401,499,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Ryan Peniston,Arthur Fils,189,119,27,18,317,520,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Hugo Grenier,Andrea Collarini,124,198,27,31,504,300,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Maximilian Marterer,Camilo Ugo Carabelli,148,152,27,23,395,386,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Mattia Bellucci,Tomas Barrios Vera,165,143,21,25,357,416,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Timofey Skatov,Fabian Marozsan,144,135,22,23,412,441,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Nikoloz Basilashvili,Flavio Cobolli,173,183,31,21,336,327,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Pedro Martinez,Andrea Vavassori,142,145,26,28,416,410,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,1
Raul Brancaccio,Andrea Pellegrino,140,161,26,26,426,368,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,10/05/2023,0
Grigor Dimitrov,Nicolas Jarry,33,56,31,27,"1,125",852,Finals,Geneva,Clay,BO3,21/05/2023,0
Taylor Fritz,Grigor Dimitrov,9,33,25,31,"3,380","1,125",Semi-Finals,Geneva,Clay,BO3,21/05/2023,0
Nicolas Jarry,Alexander Zverev,56,22,27,26,852,"1,630",Semi-Finals,Geneva,Clay,BO3,21/05/2023,1
Casper Ruud,Nicolas Jarry,4,56,24,27,"5,165",852,Quarter-Finals,Geneva,Clay,BO3,21/05/2023,0
Ilya Ivashka,Taylor Fritz,73,9,29,25,741,"3,380",Quarter-Finals,Geneva,Clay,BO3,21/05/2023,0
Alexander Zverev,Yibing Wu,22,57,26,23,"1,630",838,Quarter-Finals,Geneva,Clay,BO3,21/05/2023,1
Grigor Dimitrov,Christopher O'Connell,33,78,31,28,"1,125",724,Quarter-Finals,Geneva,Clay,BO3,21/05/2023,1
J.J. Wolf,Casper Ruud,54,4,24,24,860,"5,165",Round of 16,Geneva,Clay,BO3,21/05/2023,0
Marcos Giron,Taylor Fritz,60,9,29,25,826,"3,380",Round of 16,Geneva,Clay,BO3,21/05/2023,0
Christopher Eubanks,Alexander Zverev,86,22,27,26,715,"1,630",Round of 16,Geneva,Clay,BO3,21/05/2023,0
Roberto Carballes Baena,Grigor Dimitrov,51,33,30,31,876,"1,125",Round of 16,Geneva,Clay,BO3,21/05/2023,0
Tallon Griekspoor,Nicolas Jarry,36,56,26,27,"1,091",852,Round of 16,Geneva,Clay,BO3,21/05/2023,0
Christopher O'Connell,Bernabe Zapata Miralles,78,38,28,26,724,"1,016",Round of 16,Geneva,Clay,BO3,21/05/2023,1
Ilya Ivashka,Adrian Mannarino,73,45,29,34,741,927,Round of 16,Geneva,Clay,BO3,21/05/2023,1
Marco Cecchinato,Yibing Wu,83,57,30,23,720,838,Round of 16,Geneva,Clay,BO3,21/05/2023,0
Ben Shelton,Marco Cecchinato,35,83,20,30,"1,095",720,Round of 32,Geneva,Clay,BO3,21/05/2023,0
Tallon Griekspoor,Stefano Travaglia,36,294,26,31,"1,091",176,Round of 32,Geneva,Clay,BO3,21/05/2023,1
Bernabe Zapata Miralles,Vitaliy Sachko,38,282,26,25,"1,016",183,Round of 32,Geneva,Clay,BO3,21/05/2023,1
Filip Krajinovic,Adrian Mannarino,74,45,31,34,741,927,Round of 32,Geneva,Clay,BO3,21/05/2023,0
Daniel Rincon,Roberto Carballes Baena,290,51,20,30,180,876,Round of 32,Geneva,Clay,BO3,21/05/2023,0
Benoit Paire,Christopher Eubanks,160,86,33,27,368,715,Round of 32,Geneva,Clay,BO3,21/05/2023,0
Alexander Bublik,Marcos Giron,49,60,25,29,880,826,Round of 32,Geneva,Clay,BO3,21/05/2023,0
Ilya Ivashka,Guido Pella,73,484,29,32,741,80,Round of 32,Geneva,Clay,BO3,21/05/2023,1
Nicolas Jarry,Dusan Lajovic,56,46,27,32,852,924,Round of 32,Geneva,Clay,BO3,21/05/2023,1
Christopher O'Connell,Nino Serdarusic,78,305,28,26,724,170,Round of 32,Geneva,Clay,BO3,21/05/2023,1
J.J. Wolf,Hugo Dellien,54,157,24,29,860,374,Round of 32,Geneva,Clay,BO3,21/05/2023,1
Yibing Wu,Marc-Andrea Huesler,57,82,23,26,838,720,Round of 32,Geneva,Clay,BO3,21/05/2023,1
Thiago Monteiro,Daniel Rincon,98,290,28,20,627,180,2nd Round Qualifying,Geneva,Clay,BO3,21/05/2023,0
Arthur Cazaux,Nino Serdarusic,197,305,20,26,300,170,2nd Round Qualifying,Geneva,Clay,BO3,21/05/2023,0
Vitaliy Sachko,Alessandro Giannessi,282,230,25,32,183,253,2nd Round Qualifying,Geneva,Clay,BO3,21/05/2023,1
Viktor Durasovic,Stefano Travaglia,300,294,26,31,173,176,2nd Round Qualifying,Geneva,Clay,BO3,21/05/2023,0
Fernando Verdasco,Thiago Monteiro,292,98,39,28,178,627,1st Round Qualifying,Geneva,Clay,BO3,21/05/2023,0
